,SHORT_URL,DESTINATION_URL
,https://xfin.tv/2EVchAV,https://www.xfinity.com/stream/entity/7906678027068632112
,https://xfin.tv/2EVHbsO,https://www.xfinity.com/stream/entity/8453634671074883112
,https://xfin.tv/2EVQ1qm,https://www.xfinity.com/stream/entity/7612837739874302112
,https://xfin.tv/2EVQvNl,https://www.xfinity.com/stream/entity/7816546375154594112
,https://xfin.tv/2EVrT7e,https://www.xfinity.com/stream/entity/6027283553968606112
,https://xfin.tv/2EW97gf,https://www.xfinity.com/stream/entity/5522642284963358112
,https://xfin.tv/2EWcNP1,https://www.xfinity.com/stream/entity/7530896078517175112
,https://xfin.tv/2EwFe5F,https://www.xfinity.com/stream/entity/6581773495960562112
,https://xfin.tv/2EWhg40,https://www.xfinity.com/stream/entity/9112621074447531112
,https://xfin.tv/2EWk80J,https://www.xfinity.com/stream/entity/8842676977039351112
,https://xfin.tv/2EwnqHQ,https://www.xfinity.com/stream/entity/7137909273810462112
,https://xfin.tv/2EwpJek,https://www.xfinity.com/stream/entity/5972641326405302112
,https://xfin.tv/2EWsSnC,https://www.xfinity.com/stream/entity/5667231140871480112
,https://xfin.tv/2EWtSrS,https://www.xfinity.com/stream/entity/5720658422848314112
,https://xfin.tv/2EwWojT,https://www.xfinity.com/stream/entity/5488349320749356112
,https://xfin.tv/2Ex2gJF,https://www.xfinity.com/stream/entity/7368479830981651112
,https://xfin.tv/2EXBMBh,https://www.xfinity.com/stream/entity/8413998901539408112
,https://xfin.tv/2EXdQOs,https://www.xfinity.com/stream/entity/7924889666663751112
,https://xfin.tv/2EXDqTs,https://www.xfinity.com/stream/entity/5028967236759383112
,https://xfin.tv/2ExFIZw,https://www.xfinity.com/stream/entity/5471181723259304112
,https://xfin.tv/2EXQ3Om,https://www.xfinity.com/stream/entity/6897572930326746112
,https://xfin.tv/2EXVXiu,https://www.xfinity.com/stream/entity/7946720918293205112
,https://xfin.tv/2EXx4Uf,https://www.xfinity.com/stream/entity/5291363721256055112
,https://xfin.tv/2Ey2jFl,https://www.xfinity.com/stream/entity/5667535160887804112
,https://xfin.tv/2EYffog,https://www.xfinity.com/stream/entity/7504459889285221112
,https://xfin.tv/2EYfUpw,https://www.xfinity.com/stream/entity/4890790656501878112
,https://xfin.tv/2EYlU1D,https://www.xfinity.com/stream/entity/6785231830447090112
,https://xfin.tv/2EyVovu,https://www.xfinity.com/stream/entity/7308128305292067112
,https://xfin.tv/2EZsQvh,https://www.xfinity.com/stream/entity/5547136592053556112
,https://xfin.tv/2EZUmsO,https://www.xfinity.com/stream/entity/8243676954620757112
,https://xfin.tv/2EZW9hz,https://www.xfinity.com/stream/entity/9102793217977976112
,https://xfin.tv/2F08WAs,https://www.xfinity.com/stream/entity/5341919020332433112
,https://xfin.tv/2F0aj1W,https://www.xfinity.com/stream/entity/8283233391625392112
,https://xfin.tv/2F0AzcL,https://www.xfinity.com/stream/entity/6602630841136243112
,https://xfin.tv/2F0CmOU,https://www.xfinity.com/stream/entity/6863086533950448112
,https://xfin.tv/2F0g0wN,https://www.xfinity.com/stream/entity/8051863064526284112
,https://xfin.tv/2F0KjU7,https://www.xfinity.com/stream/entity/5747374131890738112
,https://xfin.tv/2F0LZx6,https://www.xfinity.com/stream/entity/8031903617134380112
,https://xfin.tv/2F0pPe7,https://www.xfinity.com/stream/entity/8609882907557949112
,https://xfin.tv/2F0yZaO,https://www.xfinity.com/stream/entity/6771995860092526112
,https://xfin.tv/2F12ZTY,https://www.xfinity.com/stream/entity/4992091885909675112
,https://xfin.tv/2F16cTl,https://www.xfinity.com/stream/entity/8208649012110789112
,https://xfin.tv/2F1Bf1u,https://www.xfinity.com/stream/entity/6372952811696529112
,https://xfin.tv/2F1drdV,https://www.xfinity.com/stream/entity/6048343133965968112
,https://xfin.tv/2F1Itmd,https://www.xfinity.com/stream/entity/7557607713894976112
,https://xfin.tv/2F25h51,https://www.xfinity.com/stream/entity/8910527096153649112
,https://xfin.tv/2F2DgdF,https://www.xfinity.com/stream/entity/6573726019735183112
,https://xfin.tv/2F2fOwZ,https://www.xfinity.com/stream/entity/8121783836638824112
,https://xfin.tv/2F2s6G1,https://www.xfinity.com/stream/entity/6847048684416589112
,https://xfin.tv/2F2tNTu,https://www.xfinity.com/stream/entity/5938997132639088112
,https://xfin.tv/2F2uT1A,https://www.xfinity.com/stream/entity/8157972214765509112
,https://xfin.tv/2F2wvIE,https://www.xfinity.com/stream/entity/8374066758862278112
,https://xfin.tv/2F3JNoq,https://www.xfinity.com/stream/entity/7040104920380901112
,https://xfin.tv/2F3L9Qb,https://www.xfinity.com/stream/entity/6886841953496917112
,https://xfin.tv/2F3Pnas,https://www.xfinity.com/stream/entity/5594506275236272112
,https://xfin.tv/2F43k8o,https://www.xfinity.com/stream/entity/8081721341356361112
,https://xfin.tv/2F4Tvaa,https://www.xfinity.com/stream/entity/5019906456470229112
,https://xfin.tv/2F5FVU1,https://www.xfinity.com/stream/entity/6301586010474030112
,https://xfin.tv/2F5H6Th,https://www.xfinity.com/stream/entity/6389449575980611112
,https://xfin.tv/2F5iRER,https://www.xfinity.com/stream/entity/5529893865560758112
,https://xfin.tv/2F5mdYg,https://www.xfinity.com/stream/entity/8697017929798292112
,https://xfin.tv/2F5Ojms,https://www.xfinity.com/stream/entity/4715101992543098112
,https://xfin.tv/2F5T13w,https://www.xfinity.com/stream/entity/7667240759554777112
,https://xfin.tv/2F6d7eb,https://www.xfinity.com/stream/entity/8283710205318220112
,https://xfin.tv/2F6TiDl,https://www.xfinity.com/stream/entity/8055484331929368112
,https://xfin.tv/2F6YAPe,https://www.xfinity.com/stream/entity/8022678404370109112
,https://xfin.tv/2F7cn8p,https://www.xfinity.com/stream/entity/8394173158376497112
,https://xfin.tv/2F7coZS,https://www.xfinity.com/stream/entity/6278547843220435112
,https://xfin.tv/2F7Hyk1,https://www.xfinity.com/stream/entity/4823140112927970112
,https://xfin.tv/2F7LT6S,https://www.xfinity.com/stream/entity/5043775476649250112
,https://xfin.tv/2F7nwpC,https://www.xfinity.com/stream/entity/8767600106471574112
,https://xfin.tv/2F7XvXh,https://www.xfinity.com/stream/entity/5063254935893871112
